Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status,arrival_full_date
inn33007,2,0,2,5,meal plan 1,0,room_type 1,39,online,0,0,0,97.4,1,not_canceled,2018-11-15
inn33008,1,2,0,1,meal plan 1,0,room_type 1,21,online,0,0,0,127.0,0,not_canceled,2018-03-12
inn33009,2,0,2,0,meal plan 2,0,room_type 1,75,offline,0,0,0,105.0,0,canceled,2018-10-30
inn33010,1,0,0,2,meal plan 1,0,room_type 1,107,online,0,0,0,81.9,0,canceled,2018-04-05
inn33011,2,1,1,3,meal plan 1,0,room_type 1,151,online,0,0,0,128.56,1,canceled,2018-12-29
inn33012,2,0,2,3,meal plan 1,0,room_type 4,14,online,0,0,0,125.2,0,canceled,2018-04-07
inn33013,1,0,0,2,meal plan 1,0,room_type 1,192,offline,0,0,0,95.0,0,not_canceled,2018-06-24
inn33014,2,0,0,4,meal plan 1,0,room_type 1,34,online,0,0,0,119.0,1,canceled,2018-10-26
inn33015,2,0,2,5,meal plan 1,0,room_type 1,173,online,0,0,0,126.9,1,canceled,2018-09-13
inn33016,2,0,0,3,not selected,0,room_type 1,6,online,0,0,0,91.0,1,not_canceled,2018-03-08
inn33017,1,0,0,1,meal plan 1,0,room_type 1,12,corporate,1,5,48,65.0,0,not_canceled,2018-10-19
inn33018,2,0,0,2,meal plan 1,0,room_type 1,80,online,0,0,0,96.3,1,not_canceled,2018-04-08
inn33019,2,0,1,2,not selected,0,room_type 1,67,offline,0,0,0,75.65,0,not_canceled,2018-04-01
inn33021,0,2,0,1,meal plan 1,0,room_type 2,72,online,0,0,0,97.54,0,not_canceled,2018-07-27
inn33022,2,1,1,1,meal plan 1,0,room_type 1,5,online,0,0,0,128.0,2,not_canceled,2018-03-21
inn33023,2,0,0,5,meal plan 1,0,room_type 4,61,online,0,0,0,74.61,1,not_canceled,2017-10-27
inn33024,2,0,1,3,not selected,0,room_type 1,133,online,0,0,0,104.76,1,canceled,2018-06-02
inn33025,2,0,1,3,meal plan 1,0,room_type 1,4,online,0,0,0,131.75,1,not_canceled,2018-11-03
inn33026,1,0,2,3,meal plan 1,0,room_type 1,30,online,0,0,0,83.16,1,not_canceled,2017-10-25
inn33027,2,0,0,3,meal plan 1,0,room_type 1,304,offline,0,0,0,89.0,0,canceled,2018-11-03
inn33028,3,0,0,1,meal plan 1,0,room_type 4,5,online,0,0,0,130.0,1,not_canceled,2018-02-03
inn33029,1,0,0,3,meal plan 2,0,room_type 1,71,offline,0,0,0,98.0,0,not_canceled,2018-05-10
inn33030,2,0,2,2,meal plan 1,0,room_type 1,70,online,0,0,0,95.2,0,canceled,2018-04-23
inn33031,1,0,0,1,meal plan 1,0,room_type 1,1,corporate,0,0,0,65.0,0,not_canceled,2017-08-19
inn33032,2,0,0,3,meal plan 1,0,room_type 1,37,offline,0,0,0,105.0,0,not_canceled,2018-10-13
inn33033,2,0,1,1,meal plan 1,0,room_type 1,22,online,0,0,0,148.0,1,not_canceled,2018-09-26
inn33034,2,0,0,2,meal plan 2,0,room_type 1,74,offline,0,0,0,109.0,0,not_canceled,2017-09-18
inn33035,2,0,0,2,meal plan 2,0,room_type 1,346,offline,0,0,0,115.0,1,canceled,2018-09-13
inn33036,2,0,1,3,not selected,0,room_type 1,131,online,0,0,0,92.25,0,canceled,2018-08-22
inn33037,3,0,0,3,meal plan 1,0,room_type 1,152,online,0,0,0,140.7,2,canceled,2018-08-04
inn33038,1,0,1,0,not selected,0,room_type 1,3,offline,0,0,0,71.2,0,not_canceled,2018-05-16
inn33039,2,0,0,3,meal plan 1,0,room_type 1,96,offline,0,0,0,70.0,0,not_canceled,2017-12-29
inn33040,2,0,1,1,not selected,0,room_type 1,6,online,0,0,0,149.0,1,not_canceled,2018-09-17
inn33041,1,0,0,1,meal plan 1,0,room_type 1,1,corporate,0,0,0,80.0,0,not_canceled,2018-02-19
inn33042,2,0,2,0,meal plan 1,0,room_type 1,146,offline,0,0,0,95.0,0,canceled,2018-04-24
inn33043,2,0,0,2,meal plan 1,0,room_type 4,19,online,0,0,0,148.0,1,not_canceled,2018-12-30
inn33044,2,1,0,1,meal plan 1,0,room_type 1,53,online,0,0,0,143.1,0,not_canceled,2018-05-21
inn33045,2,0,1,2,meal plan 1,0,room_type 1,150,online,0,0,0,96.3,3,not_canceled,2018-04-22
inn33046,2,0,0,2,meal plan 1,0,room_type 2,124,online,0,0,0,88.76,1,not_canceled,2018-06-30
inn33047,2,1,0,3,meal plan 1,0,room_type 1,151,online,0,0,0,143.28,1,canceled,2018-12-29
inn33048,2,0,1,2,meal plan 1,0,room_type 1,273,offline,0,0,0,95.0,0,canceled,2018-05-13
inn33049,2,1,2,2,meal plan 1,0,room_type 1,17,offline,0,0,0,60.0,1,not_canceled,2017-12-26
inn33050,2,0,2,4,meal plan 2,0,room_type 1,70,online,0,0,0,170.1,0,canceled,2018-09-03
inn33051,1,0,0,2,not selected,0,room_type 1,0,online,0,0,0,129.0,1,not_canceled,2018-06-21
inn33052,2,0,1,0,not selected,0,room_type 1,3,online,0,0,0,89.0,0,not_canceled,2018-04-17
inn33053,2,0,0,1,not selected,0,room_type 1,50,online,0,0,0,80.1,2,not_canceled,2018-03-29
inn33054,2,0,1,2,meal plan 1,0,room_type 1,124,online,0,0,0,96.3,2,not_canceled,2018-06-27
inn33055,2,0,2,1,meal plan 1,0,room_type 1,57,online,0,0,0,118.8,2,not_canceled,2018-10-02
inn33056,2,1,0,3,meal plan 1,0,room_type 4,126,offline,0,0,0,90.53,2,not_canceled,2018-12-27
inn33057,1,0,0,2,meal plan 1,0,room_type 1,9,online,0,0,0,104.0,0,not_canceled,2018-06-22
inn33058,2,0,0,2,meal plan 2,0,room_type 1,28,offline,0,0,0,97.0,0,not_canceled,2018-01-08
inn33059,2,0,2,2,not selected,0,room_type 1,117,online,0,0,0,99.45,1,not_canceled,2018-05-13
inn33060,1,0,1,0,meal plan 1,0,room_type 1,3,corporate,0,0,0,65.0,0,not_canceled,2017-10-12
inn33061,1,0,0,2,meal plan 1,0,room_type 1,188,offline,0,0,0,130.0,0,canceled,2018-06-15
inn33062,2,1,0,5,meal plan 1,0,room_type 1,138,online,0,0,0,101.49,1,not_canceled,2018-08-09
inn33063,2,0,0,4,meal plan 1,0,room_type 5,49,online,0,0,0,86.28,0,canceled,2018-03-29
inn33064,1,0,0,1,not selected,0,room_type 1,109,online,0,0,0,80.1,1,not_canceled,2018-10-26
inn33065,2,0,1,4,meal plan 1,0,room_type 1,275,offline,0,0,0,90.0,0,canceled,2018-10-05
inn33066,2,0,2,1,meal plan 1,0,room_type 1,31,online,0,0,0,83.9,1,not_canceled,2018-02-20
inn33067,1,0,0,2,meal plan 1,0,room_type 1,14,online,0,0,0,65.8,2,not_canceled,2018-01-15
inn33068,2,0,0,2,not selected,0,room_type 1,6,online,0,0,0,89.0,0,canceled,2018-03-22
inn33069,2,0,0,1,meal plan 1,0,room_type 4,1,offline,0,0,0,107.0,0,not_canceled,2018-09-22
inn33070,2,0,0,1,meal plan 1,0,room_type 1,1,online,0,0,0,111.0,1,not_canceled,2018-06-14
inn33071,2,0,1,3,not selected,0,room_type 1,36,online,0,0,0,71.3,1,not_canceled,2018-02-22
inn33072,2,0,0,3,meal plan 1,0,room_type 1,43,offline,0,0,0,85.5,0,not_canceled,2018-10-27
inn33073,2,0,2,2,meal plan 1,0,room_type 1,67,online,0,0,0,71.74,1,not_canceled,2018-04-02
inn33074,2,1,1,1,meal plan 1,0,room_type 1,17,offline,0,0,0,80.0,0,not_canceled,2018-12-10
inn33075,1,0,1,5,not selected,0,room_type 1,40,online,0,0,0,104.1,0,canceled,2018-06-27
inn33076,2,0,2,0,meal plan 2,0,room_type 1,386,offline,0,0,0,115.0,1,canceled,2018-10-23
inn33077,2,0,0,4,meal plan 1,0,room_type 4,199,online,0,0,0,102.85,0,not_canceled,2018-12-28
inn33078,2,0,1,2,meal plan 1,0,room_type 4,91,online,0,0,0,140.4,0,canceled,2018-05-13
inn33079,3,0,1,2,meal plan 1,0,room_type 7,40,online,0,0,0,201.95,0,canceled,2018-03-25
inn33080,1,0,2,4,meal plan 1,0,room_type 1,69,offline,0,0,0,120.0,0,canceled,2018-06-12
inn33081,2,0,0,3,meal plan 1,0,room_type 1,33,offline,0,0,0,85.5,0,not_canceled,2018-09-28
inn33082,2,0,0,3,not selected,0,room_type 1,122,online,0,0,0,116.1,2,not_canceled,2018-06-16
inn33083,2,0,1,1,meal plan 1,0,room_type 1,0,online,0,0,0,109.0,0,not_canceled,2018-03-14
inn33084,1,1,0,3,meal plan 1,0,room_type 1,178,online,0,0,0,124.5,0,canceled,2018-08-18
inn33085,2,0,1,2,meal plan 1,0,room_type 1,84,online,0,0,0,89.25,2,not_canceled,2017-10-16
inn33086,2,0,1,4,meal plan 1,0,room_type 1,3,online,0,0,0,82.88,0,not_canceled,2018-12-21
inn33087,1,0,0,2,meal plan 1,0,room_type 1,36,offline,0,0,0,80.0,0,not_canceled,2018-01-19
inn33088,2,0,0,1,meal plan 1,0,room_type 1,4,complementary,1,2,0,0.0,2,not_canceled,2017-12-05
inn33089,2,1,1,1,meal plan 1,0,room_type 1,173,online,0,0,0,121.5,0,canceled,2018-08-15
inn33090,1,0,1,1,meal plan 1,0,room_type 1,0,corporate,1,0,2,79.0,0,not_canceled,2018-11-28
inn33091,2,0,0,1,not selected,0,room_type 1,2,online,0,0,0,81.0,1,not_canceled,2018-02-06
inn33092,2,0,1,4,meal plan 1,0,room_type 1,154,offline,0,0,0,80.75,0,not_canceled,2018-09-12
inn33093,3,0,0,3,meal plan 1,0,room_type 4,88,online,0,0,0,151.2,1,not_canceled,2018-10-20
inn33094,1,0,0,3,meal plan 1,0,room_type 1,71,offline,0,0,0,120.0,0,not_canceled,2018-06-14
inn33095,2,0,0,1,meal plan 1,0,room_type 1,8,online,0,0,0,105.0,2,not_canceled,2017-09-09
inn33096,2,0,0,2,meal plan 1,0,room_type 1,30,online,0,0,0,139.0,4,not_canceled,2018-10-21
inn33097,2,0,1,4,meal plan 1,0,room_type 1,74,online,0,0,0,55.24,0,not_canceled,2018-02-17
inn33098,2,0,0,1,meal plan 1,0,room_type 1,0,online,0,0,0,98.0,2,not_canceled,2018-12-07
inn33099,1,0,0,2,not selected,0,room_type 1,3,online,0,0,0,149.0,2,not_canceled,2018-09-15
inn33100,1,0,1,1,meal plan 1,0,room_type 1,18,offline,0,0,0,88.8,0,not_canceled,2018-05-09
inn33101,1,0,1,2,meal plan 1,0,room_type 4,12,online,0,0,0,112.42,0,canceled,2018-05-30
inn33102,2,0,0,3,meal plan 1,0,room_type 1,193,online,0,0,0,93.09,1,canceled,2018-09-29
inn33103,1,0,0,1,meal plan 1,0,room_type 1,18,corporate,1,0,7,74.0,0,not_canceled,2017-12-18
inn33104,2,0,2,5,meal plan 1,0,room_type 1,246,online,0,0,0,58.36,1,canceled,2018-12-27
inn33105,1,0,0,2,meal plan 1,0,room_type 1,188,offline,0,0,0,130.0,0,canceled,2018-06-15
inn33106,1,0,0,2,meal plan 1,0,room_type 1,86,offline,0,0,0,87.5,0,not_canceled,2017-09-24
inn33107,2,0,1,1,meal plan 1,0,room_type 1,44,online,0,0,0,98.8,2,not_canceled,2018-11-26
inn33108,2,0,0,2,meal plan 1,0,room_type 1,30,offline,0,0,0,140.0,0,not_canceled,2018-06-02
inn33109,2,0,0,3,meal plan 1,0,room_type 4,85,online,0,0,0,99.3,0,canceled,2018-04-07
inn33110,2,0,0,2,meal plan 1,0,room_type 1,29,online,0,0,0,139.0,0,canceled,2018-10-21
inn33111,3,0,1,4,meal plan 1,0,room_type 4,104,online,0,0,0,141.3,0,canceled,2018-07-18
inn33112,2,0,0,3,meal plan 1,0,room_type 1,96,online,0,0,0,122.31,1,canceled,2018-09-27
inn33113,2,0,2,2,meal plan 1,0,room_type 1,177,offline,0,0,0,72.25,1,not_canceled,2018-08-05
inn33114,2,0,0,3,meal plan 1,0,room_type 1,36,offline,0,0,0,75.0,0,not_canceled,2018-11-01
inn33115,2,0,0,1,meal plan 1,0,room_type 1,35,offline,0,0,0,540.0,0,canceled,2018-03-25
inn33116,2,0,0,2,meal plan 1,0,room_type 4,15,online,0,0,0,137.0,1,not_canceled,2018-04-20
inn33117,2,0,0,2,meal plan 1,0,room_type 1,13,online,0,0,0,96.0,1,not_canceled,2018-01-20
inn33118,2,0,2,3,meal plan 1,0,room_type 1,1,online,0,0,0,98.0,0,not_canceled,2017-08-08
inn33119,2,0,2,1,meal plan 1,0,room_type 4,0,offline,0,0,0,136.0,1,not_canceled,2017-09-19
inn33120,2,0,0,4,meal plan 1,1,room_type 1,119,online,0,0,0,128.85,0,not_canceled,2018-06-15
inn33121,2,0,1,1,meal plan 2,0,room_type 4,119,online,0,0,0,166.5,0,canceled,2018-10-22
inn33122,2,0,0,2,meal plan 1,0,room_type 1,25,complementary,0,0,0,9.0,0,not_canceled,2018-11-11
inn33123,2,0,2,0,meal plan 1,0,room_type 1,12,online,0,0,0,104.0,0,not_canceled,2018-12-04
inn33124,2,0,1,3,meal plan 2,0,room_type 1,129,offline,0,0,0,106.25,0,not_canceled,2018-05-16
inn33125,1,0,2,2,meal plan 1,0,room_type 1,124,online,0,0,0,146.03,3,not_canceled,2018-11-06
inn33126,2,0,1,3,meal plan 1,1,room_type 1,62,online,0,0,0,144.0,1,not_canceled,2018-08-08
inn33127,2,0,0,3,meal plan 1,0,room_type 1,27,online,0,0,0,141.0,0,canceled,2018-05-10
inn33128,2,0,1,2,meal plan 1,0,room_type 1,8,offline,0,0,0,126.0,2,not_canceled,2018-09-16
inn33129,2,0,1,1,meal plan 2,0,room_type 1,301,offline,0,0,0,115.0,1,canceled,2018-07-30
inn33130,1,0,2,0,meal plan 1,1,room_type 1,3,corporate,1,0,3,67.0,1,not_canceled,2018-10-23
inn33131,2,0,1,1,meal plan 1,0,room_type 4,41,online,0,0,0,131.4,1,not_canceled,2018-05-28
inn33132,2,0,1,2,meal plan 1,0,room_type 4,79,online,0,0,0,96.3,0,not_canceled,2018-03-21
inn33134,2,0,2,2,not selected,0,room_type 1,65,online,0,0,0,63.75,0,not_canceled,2018-03-13
inn33135,2,0,0,2,meal plan 1,0,room_type 4,14,online,0,0,0,89.32,1,not_canceled,2018-03-29
inn33136,2,0,2,3,not selected,0,room_type 1,17,online,0,0,0,75.0,0,not_canceled,2018-01-22
inn33137,2,0,0,2,meal plan 1,0,room_type 1,41,online,0,0,0,103.05,0,not_canceled,2017-10-01
inn33138,2,0,2,2,meal plan 1,0,room_type 1,10,online,0,0,0,89.89,3,not_canceled,2018-11-27
inn33139,2,0,0,3,meal plan 1,0,room_type 1,154,online,0,0,0,126.9,3,not_canceled,2018-09-08
inn33140,2,0,0,1,not selected,0,room_type 1,20,online,0,0,0,99.0,1,not_canceled,2018-07-29
inn33141,1,0,0,2,meal plan 1,0,room_type 1,192,offline,0,0,0,95.0,0,not_canceled,2018-06-24
inn33142,2,0,0,1,not selected,0,room_type 1,20,online,0,0,0,80.0,0,canceled,2018-11-04
inn33143,2,0,2,2,meal plan 1,0,room_type 1,108,online,0,0,0,65.96,0,not_canceled,2018-03-13
inn33144,1,0,1,1,meal plan 1,0,room_type 1,3,offline,0,0,0,90.0,0,not_canceled,2018-05-23
inn33145,2,0,0,2,meal plan 2,0,room_type 4,57,online,0,0,0,157.14,1,canceled,2018-06-02
inn33146,1,0,0,2,meal plan 1,0,room_type 5,7,corporate,0,0,0,86.0,0,not_canceled,2018-02-05
inn33147,1,0,0,2,meal plan 1,0,room_type 1,23,online,0,0,0,145.0,0,canceled,2018-07-05
inn33148,1,0,0,0,meal plan 2,0,room_type 1,30,online,0,0,0,0.0,0,not_canceled,2017-09-24
inn33149,2,0,2,5,meal plan 1,0,room_type 4,61,online,0,0,0,132.3,0,canceled,2018-10-14
inn33150,2,0,1,3,meal plan 1,0,room_type 1,12,corporate,0,0,0,100.0,0,not_canceled,2017-10-12
inn33151,2,0,1,1,meal plan 1,0,room_type 1,104,online,0,0,0,105.3,0,canceled,2018-07-16
inn33152,2,1,0,2,meal plan 1,0,room_type 2,38,offline,0,0,0,97.1,1,not_canceled,2018-03-04
inn33153,2,0,2,1,meal plan 2,0,room_type 1,110,offline,0,0,0,94.5,0,not_canceled,2017-07-25
inn33154,2,0,2,5,meal plan 1,0,room_type 1,12,online,0,0,0,151.0,1,not_canceled,2018-08-12
inn33156,2,0,2,0,meal plan 2,0,room_type 1,386,offline,0,0,0,115.0,1,canceled,2018-10-23
inn33157,2,0,0,4,meal plan 1,0,room_type 1,270,offline,0,0,0,80.0,0,not_canceled,2018-04-20
inn33158,2,2,0,1,meal plan 1,0,room_type 6,3,online,0,0,0,156.0,0,not_canceled,2017-08-29
inn33159,2,0,1,2,meal plan 1,0,room_type 1,47,online,0,0,0,59.91,1,not_canceled,2018-03-11
inn33160,2,0,0,3,meal plan 1,0,room_type 4,37,offline,0,0,0,60.0,0,not_canceled,2017-11-04
inn33161,2,0,1,2,meal plan 1,0,room_type 1,4,online,0,0,0,160.0,1,not_canceled,2018-10-03
inn33162,2,0,1,5,meal plan 1,0,room_type 1,133,offline,0,0,0,85.5,0,not_canceled,2018-05-17
inn33163,2,0,1,2,meal plan 1,0,room_type 1,158,online,0,0,0,96.3,0,canceled,2018-08-29
inn33164,1,0,2,1,meal plan 1,0,room_type 1,11,online,0,0,0,137.67,0,canceled,2018-05-01
inn33165,2,0,1,4,meal plan 1,0,room_type 4,191,online,0,0,0,99.45,1,canceled,2018-07-27
inn33166,1,0,1,2,meal plan 1,0,room_type 1,111,offline,0,0,0,120.0,0,not_canceled,2018-10-10
inn33167,1,0,1,0,meal plan 1,0,room_type 1,4,corporate,1,0,4,66.0,0,not_canceled,2018-01-04
inn33168,2,2,2,3,meal plan 2,0,room_type 6,5,online,0,0,0,254.0,0,canceled,2018-03-27
inn33169,2,0,2,4,meal plan 1,0,room_type 1,17,online,0,0,0,97.5,1,canceled,2017-08-29
inn33170,2,0,0,3,meal plan 1,0,room_type 4,35,offline,0,0,0,97.0,0,not_canceled,2017-09-17
inn33171,1,0,0,1,meal plan 1,0,room_type 1,36,online,0,0,0,72.9,1,not_canceled,2018-02-24
inn33172,2,0,2,5,meal plan 1,0,room_type 1,147,online,0,0,0,126.9,1,not_canceled,2018-09-14
inn33173,2,0,2,3,meal plan 1,0,room_type 1,2,online,0,0,0,145.0,2,not_canceled,2017-09-20
inn33174,2,0,1,2,meal plan 1,0,room_type 4,73,online,0,0,0,113.7,1,canceled,2018-10-24
inn33175,1,0,0,1,meal plan 1,0,room_type 1,1,corporate,0,0,0,79.0,0,not_canceled,2018-02-13
inn33176,2,0,2,2,meal plan 1,0,room_type 4,9,online,0,0,0,99.88,2,not_canceled,2018-12-09
inn33177,2,0,0,4,meal plan 2,0,room_type 1,100,offline,0,0,0,140.0,1,not_canceled,2018-09-28
inn33178,2,0,1,3,meal plan 1,0,room_type 1,159,online,0,0,0,90.95,1,not_canceled,2018-06-27
inn33179,2,0,0,3,not selected,0,room_type 1,30,online,0,0,0,88.0,2,not_canceled,2018-12-08
inn33180,1,0,0,1,meal plan 1,0,room_type 1,0,complementary,0,0,0,0.0,0,not_canceled,2018-05-31
inn33181,2,0,1,1,meal plan 1,0,room_type 1,12,offline,0,0,0,55.0,0,not_canceled,2017-12-05
inn33182,2,0,2,3,meal plan 1,0,room_type 1,95,online,0,0,0,85.0,1,not_canceled,2018-11-18
inn33183,2,0,0,3,not selected,0,room_type 1,21,online,0,0,0,88.0,0,canceled,2018-10-25
inn33184,2,0,1,2,meal plan 1,0,room_type 2,78,online,0,0,0,115.68,1,not_canceled,2018-08-19
inn33185,2,0,0,4,meal plan 1,0,room_type 1,197,online,0,0,0,110.43,0,not_canceled,2017-12-29
inn33186,2,0,2,0,meal plan 1,0,room_type 5,5,offline,0,0,0,119.0,0,not_canceled,2018-05-22
inn33187,1,0,2,4,meal plan 1,0,room_type 1,1,complementary,0,0,0,0.0,1,not_canceled,2018-11-09
inn33188,2,0,1,4,not selected,0,room_type 1,113,online,0,0,0,126.65,0,canceled,2018-05-18
inn33189,2,0,2,3,meal plan 1,0,room_type 4,34,online,0,0,0,95.47,1,not_canceled,2018-10-02
inn33190,2,0,0,3,meal plan 1,0,room_type 4,130,online,0,0,0,114.3,0,canceled,2018-05-05
inn33191,2,0,0,2,meal plan 2,0,room_type 1,30,offline,0,0,0,121.0,0,not_canceled,2017-09-30
inn33192,2,0,2,0,meal plan 1,0,room_type 4,91,online,0,0,0,159.3,0,not_canceled,2018-08-21
inn33193,2,0,1,3,meal plan 1,0,room_type 1,11,online,0,0,0,89.0,1,not_canceled,2018-01-21
inn33194,1,0,0,1,not selected,0,room_type 1,9,online,1,0,1,124.0,1,not_canceled,2018-05-18
inn33195,2,0,1,1,meal plan 2,0,room_type 1,301,offline,0,0,0,109.0,0,canceled,2018-07-30
inn33196,1,0,2,3,meal plan 1,0,room_type 1,115,offline,0,0,0,75.0,0,not_canceled,2018-02-27
inn33197,2,0,1,3,meal plan 1,0,room_type 1,10,online,0,0,0,99.0,1,canceled,2017-08-17
inn33198,2,1,2,2,meal plan 1,0,room_type 1,32,online,0,0,0,152.1,1,canceled,2018-08-06
inn33199,1,0,0,2,meal plan 1,0,room_type 1,8,offline,0,0,0,56.0,0,not_canceled,2018-03-01
inn33200,2,0,1,1,meal plan 2,0,room_type 1,247,offline,0,0,0,115.0,1,canceled,2018-06-06
inn33201,2,0,1,3,meal plan 1,1,room_type 1,75,online,0,0,0,91.45,0,not_canceled,2018-03-28
inn33202,2,2,1,0,meal plan 1,0,room_type 6,1,online,0,0,0,153.0,2,not_canceled,2017-08-09
inn33203,1,0,1,1,meal plan 2,0,room_type 1,88,offline,0,0,0,90.6,0,not_canceled,2017-10-05
inn33204,2,0,1,1,meal plan 1,0,room_type 1,93,online,0,0,0,121.5,1,canceled,2018-06-20
inn33205,2,0,0,3,meal plan 1,0,room_type 1,47,online,0,0,0,104.88,0,not_canceled,2018-09-22
inn33206,1,0,0,3,meal plan 1,0,room_type 1,166,offline,0,0,0,110.0,0,canceled,2018-11-01
inn33207,1,0,0,1,meal plan 1,0,room_type 1,2,corporate,1,0,1,65.0,0,not_canceled,2017-11-25
inn33208,2,0,1,2,not selected,0,room_type 1,243,online,0,0,0,95.4,0,canceled,2018-09-09
inn33209,3,0,2,4,meal plan 1,0,room_type 4,30,online,0,0,0,168.3,4,not_canceled,2018-07-07
inn33210,2,0,0,1,meal plan 1,0,room_type 1,28,online,0,0,0,89.0,1,not_canceled,2018-01-16
inn33211,1,0,0,1,meal plan 1,0,room_type 4,3,aviation,0,0,0,110.0,0,not_canceled,2018-04-21
inn33212,1,0,0,1,not selected,0,room_type 1,213,online,0,0,0,67.5,0,not_canceled,2018-12-17
inn33213,2,0,2,1,meal plan 1,0,room_type 1,51,offline,0,0,0,85.5,0,not_canceled,2018-09-11
inn33214,2,0,2,3,meal plan 1,0,room_type 4,22,online,0,0,0,104.22,1,not_canceled,2018-09-24
inn33215,2,0,0,4,meal plan 1,0,room_type 4,25,online,0,0,0,146.11,0,canceled,2018-05-31
inn33216,2,0,0,1,meal plan 1,0,room_type 1,92,offline,0,0,0,90.0,0,not_canceled,2018-11-11
inn33217,2,0,0,4,meal plan 1,0,room_type 4,61,online,0,0,0,96.9,1,not_canceled,2018-12-07
inn33218,1,0,0,1,meal plan 1,0,room_type 1,3,online,0,0,0,88.0,2,not_canceled,2018-12-15
inn33219,1,0,0,0,meal plan 1,0,room_type 1,1,online,0,0,0,0.0,0,not_canceled,2018-02-06
inn33220,1,0,2,1,meal plan 1,0,room_type 1,1,offline,0,0,0,60.0,0,canceled,2018-02-28
inn33221,2,0,2,3,meal plan 1,0,room_type 4,224,online,0,0,0,109.31,1,canceled,2018-09-03
inn33222,2,2,2,2,meal plan 1,0,room_type 6,12,online,0,0,0,216.0,0,canceled,2018-05-13
inn33223,2,0,0,1,meal plan 1,0,room_type 1,39,offline,0,0,0,65.0,1,not_canceled,2018-12-27
inn33224,1,0,0,2,meal plan 1,0,room_type 1,4,online,0,0,0,75.08,1,not_canceled,2018-12-07
inn33225,2,0,2,3,meal plan 1,0,room_type 4,107,online,0,0,0,132.6,1,not_canceled,2018-05-26
inn33226,2,0,0,2,meal plan 1,0,room_type 1,46,offline,0,0,0,108.72,0,not_canceled,2018-09-09
inn33227,2,0,2,2,not selected,0,room_type 1,110,online,0,0,0,109.65,1,not_canceled,2018-06-17
inn33228,2,0,0,1,not selected,0,room_type 1,1,offline,0,0,0,85.0,0,not_canceled,2018-10-13
inn33229,1,0,0,2,meal plan 1,0,room_type 1,20,offline,0,0,0,90.0,0,not_canceled,2018-04-12
inn33230,2,0,0,3,meal plan 1,0,room_type 1,66,online,0,0,0,141.9,1,not_canceled,2018-09-01
inn33231,2,0,1,3,not selected,0,room_type 1,166,online,0,0,0,80.75,1,not_canceled,2018-07-07
inn33232,3,0,1,2,meal plan 1,0,room_type 1,155,online,0,0,0,128.7,0,canceled,2018-06-27
inn33233,2,0,0,3,meal plan 1,0,room_type 4,77,online,0,0,0,149.4,0,canceled,2018-09-14
inn33234,2,0,0,3,meal plan 1,0,room_type 1,213,offline,0,0,0,130.0,0,canceled,2018-06-07
inn33235,3,0,2,1,meal plan 2,0,room_type 1,138,offline,0,0,0,138.5,1,not_canceled,2017-08-22
inn33236,1,0,0,2,meal plan 1,0,room_type 1,192,offline,0,0,0,95.0,0,not_canceled,2018-06-24
inn33237,1,0,1,1,meal plan 1,0,room_type 1,3,corporate,0,0,0,79.0,1,not_canceled,2018-07-18
inn33238,2,0,1,4,meal plan 1,0,room_type 1,94,offline,0,0,0,80.75,1,not_canceled,2018-03-28
inn33239,2,0,1,0,meal plan 1,0,room_type 1,139,online,0,0,0,96.3,1,not_canceled,2018-07-04
inn33240,2,0,0,4,meal plan 1,0,room_type 1,51,offline,0,0,0,75.0,0,not_canceled,2018-11-16
inn33241,2,0,2,2,meal plan 1,0,room_type 1,19,online,0,0,0,111.75,2,not_canceled,2017-10-03
inn33242,2,0,1,0,meal plan 1,0,room_type 1,12,online,0,0,0,93.0,2,not_canceled,2018-02-07
inn33243,2,0,1,5,meal plan 1,0,room_type 1,18,online,0,0,0,143.0,1,canceled,2017-09-07
inn33244,2,0,0,1,meal plan 1,0,room_type 1,10,online,0,0,0,101.0,0,canceled,2018-04-07
inn33245,1,0,0,3,meal plan 1,0,room_type 1,4,corporate,1,0,5,65.0,1,not_canceled,2018-02-16
inn33246,1,0,0,2,meal plan 1,0,room_type 4,8,online,0,0,0,108.57,0,canceled,2018-05-10
inn33247,2,0,2,1,meal plan 1,0,room_type 1,23,offline,0,0,0,85.0,0,not_canceled,2018-10-09
inn33248,1,0,0,2,meal plan 1,0,room_type 1,46,online,0,0,0,82.9,1,not_canceled,2018-03-10
inn33249,2,0,1,2,not selected,0,room_type 1,97,online,0,0,0,85.5,0,not_canceled,2018-04-25
inn33250,2,0,2,1,meal plan 1,0,room_type 4,45,online,0,0,0,112.5,1,canceled,2018-03-19
inn33251,2,0,2,3,meal plan 1,0,room_type 1,222,online,0,0,0,118.0,0,canceled,2018-04-28
inn33252,2,0,2,5,meal plan 2,0,room_type 1,277,offline,0,0,0,89.14,1,not_canceled,2018-09-05
inn33253,2,0,1,1,meal plan 2,0,room_type 1,145,online,0,0,0,153.0,0,canceled,2018-10-22
inn33254,2,0,0,1,not selected,0,room_type 1,2,online,0,0,0,81.0,0,not_canceled,2018-01-26
